,Season,Player,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40
51,2011,Sandora Irvin,9.5,0.398,0.339,0.085,0.339,14.6,17.5,8.0,1.2,4.6,19.1,14.1,90.0,97.0,-0.1,0.4,0.4,0.058
52,2011,Lauren Jackson,17.5,0.517,0.448,0.336,0.321,4.7,12.9,2.5,2.2,2.8,10.0,25.4,101.0,93.0,0.5,0.8,1.3,0.157
53,2011,Tiffany Jackson-Jones,15.8,0.529,0.456,0.003,0.471,10.5,15.7,12.0,1.8,1.5,19.2,19.6,99.0,106.0,1.3,0.3,1.6,0.057
54,2011,Briann January,10.4,0.504,0.407,0.314,0.5,2.2,3.0,29.2,2.8,0.0,27.9,19.3,93.0,102.0,0.0,0.3,0.3,0.044
55,2011,Temeka Johnson,11.8,0.534,0.509,0.382,0.129,1.5,4.9,27.5,1.7,0.5,24.1,14.3,103.0,108.0,0.9,0.0,1.0,0.053
56,2011,Asjha Jones,15.3,0.472,0.447,0.022,0.17,7.4,12.6,12.5,1.1,1.3,11.8,24.8,96.0,98.0,0.6,1.5,2.2,0.09
57,2011,Marion Jones,0.4,0.22,0.19,0.19,0.19,5.3,4.2,5.7,4.1,1.8,18.0,13.9,52.0,106.0,-0.4,0.0,-0.4,-0.157
58,2011,Ewelina Kobryn,7.8,0.415,0.4,0.233,0.1,5.6,11.6,8.6,2.2,4.0,20.3,15.4,80.0,93.0,-0.2,0.3,0.1,0.035
59,2011,Cathrine Kraayeveld,11.3,0.562,0.551,0.76,0.09,4.4,7.7,10.2,1.6,0.9,18.0,14.1,103.0,101.0,0.8,0.8,1.5,0.09
60,2011,Jennifer Lacy,9.3,0.49,0.471,0.392,0.147,5.4,8.7,10.5,1.6,2.1,19.0,18.7,89.0,108.0,-0.3,0.0,-0.3,-0.021
61,2011,Natasha Lacy,15.2,0.468,0.444,0.09,0.376,6.0,9.9,21.7,3.8,1.8,18.4,22.6,92.0,102.0,0.0,0.4,0.4,0.039
62,2011,Crystal Langhorne,21.6,0.572,0.535,0.019,0.358,10.6,13.8,11.3,2.0,1.1,17.2,25.3,106.0,105.0,2.8,0.5,3.2,0.122
63,2011,Ivory Latta,12.8,0.511,0.477,0.365,0.177,1.8,4.4,24.4,2.2,0.2,19.4,23.7,92.0,110.0,0.0,-0.2,-0.1,-0.008
64,2011,Jantel Lavender,16.1,0.532,0.5,0.0,0.245,9.0,12.9,6.0,0.7,2.0,12.1,22.3,103.0,108.0,0.8,0.1,0.9,0.073
65,2011,Kara Lawson,17.6,0.613,0.561,0.518,0.296,1.6,5.9,19.4,1.4,0.1,14.1,17.3,118.0,101.0,2.8,1.0,3.8,0.183
66,2011,Shalee Lehning,7.8,0.581,0.556,0.333,0.481,2.1,6.3,25.8,1.8,0.7,45.2,11.4,85.0,102.0,-0.2,0.2,0.0,0.009
67,2011,Betty Lennox,1.7,0.332,0.261,0.739,0.261,4.4,9.2,16.6,1.9,0.0,19.0,26.3,69.0,109.0,-0.3,0.0,-0.3,-0.189
68,2011,Camille Smith,13.7,0.506,0.473,0.079,0.299,7.1,12.6,11.9,2.8,2.0,19.3,21.1,93.0,93.0,0.1,2.0,2.1,0.097
69,2011,Sancho Lyttle,17.6,0.491,0.453,0.035,0.274,8.0,13.7,12.9,4.4,1.6,16.3,19.4,97.0,93.0,0.5,1.4,1.8,0.128
70,2011,Kelly Mazzante,-8.1,0.125,0.125,1.0,0.0,0.0,3.4,0.0,1.4,0.0,7.7,15.9,29.0,104.0,-0.2,0.0,-0.2,-0.232
71,2011,Angel McCoughtry,26.0,0.523,0.441,0.13,0.518,6.5,10.7,17.1,3.8,2.6,13.3,35.5,104.0,95.0,2.8,1.9,4.7,0.206
72,2011,Danielle McCray,13.4,0.528,0.497,0.503,0.202,3.1,8.5,13.8,1.6,0.6,15.3,19.2,101.0,99.0,0.6,0.8,1.4,0.109
73,2011,Taj McWilliams-Franklin,14.5,0.488,0.448,0.034,0.234,9.2,12.7,12.5,1.9,2.2,15.5,15.8,104.0,96.0,1.5,1.8,3.3,0.135
74,2011,Coco Miller,11.8,0.476,0.466,0.203,0.167,4.6,6.3,13.1,1.6,0.1,11.5,20.9,98.0,103.0,0.4,0.4,0.9,0.064
75,2011,Kelly Miller,10.0,0.519,0.491,0.493,0.169,2.7,5.2,18.4,1.3,0.7,20.2,14.6,101.0,110.0,0.9,-0.2,0.7,0.029
76,2011,DeLisha Milton-Jones,15.6,0.541,0.5,0.213,0.231,7.7,10.8,14.1,1.9,1.1,18.4,23.6,99.0,106.0,1.1,0.3,1.4,0.062
77,2011,Leilani Mitchell,10.3,0.502,0.492,0.641,0.054,2.3,5.2,17.8,2.7,0.3,18.6,12.1,103.0,100.0,0.9,1.1,2.0,0.094
78,2011,Jacinta Monroe,-8.7,0.0,0.0,0.0,0.0,11.5,12.1,7.7,0.0,0.0,33.3,13.0,26.0,113.0,-0.1,0.0,-0.2,-0.315
79,2011,Alex Montgomery,9.1,0.405,0.376,0.212,0.2,6.6,12.3,12.4,2.0,2.3,17.0,18.6,86.0,97.0,-0.2,0.5,0.2,0.033
80,2011,Renee Montgomery,19.6,0.548,0.479,0.413,0.395,1.4,4.2,29.4,2.6,0.2,16.5,24.2,107.0,99.0,2.7,1.4,4.1,0.165
81,2011,Jessica Moore,6.6,0.501,0.425,0.0,0.45,5.6,6.5,3.9,1.3,0.8,22.6,13.8,89.0,102.0,-0.1,0.2,0.1,0.029
82,2011,Maya Moore,20.5,0.549,0.516,0.42,0.214,7.2,9.9,15.3,2.7,1.5,10.9,21.6,115.0,96.0,3.5,1.8,5.3,0.224
83,2011,Shay Murphy,18.1,0.509,0.429,0.298,0.333,16.0,14.2,10.0,3.3,1.5,16.5,25.5,101.0,96.0,0.4,0.4,0.7,0.145
84,2011,Jenna O'Hea,11.6,0.59,0.558,0.558,0.248,3.7,5.7,13.0,1.3,0.8,17.2,14.0,110.0,110.0,1.0,-0.2,0.8,0.067
85,2011,Abi Olajuwon,-0.3,0.298,0.269,0.0,0.077,3.7,7.7,3.7,0.0,1.6,15.7,14.7,62.0,112.0,-0.3,-0.1,-0.4,-0.159
86,2011,Courtney Paris,17.6,0.53,0.519,0.013,0.403,15.9,18.7,5.8,1.5,3.1,8.1,15.3,116.0,97.0,0.8,0.5,1.2,0.185
87,2011,Candace Parker,26.7,0.592,0.551,0.189,0.383,4.7,16.1,17.1,2.0,3.9,11.1,25.2,114.0,100.0,2.3,0.7,3.0,0.217
88,2011,Kayla Pedersen,11.9,0.505,0.457,0.342,0.271,3.8,9.7,14.2,2.4,1.2,15.9,15.4,99.0,107.0,0.6,0.2,0.8,0.041
89,2011,Ticha Penicheiro,14.3,0.598,0.537,0.243,0.358,1.1,7.1,32.6,1.9,0.3,29.3,14.1,107.0,107.0,1.5,0.1,1.6,0.081
90,2011,Jia Perkins,17.5,0.511,0.473,0.348,0.193,3.0,8.2,10.5,2.7,0.9,8.1,23.5,100.0,97.0,1.1,1.5,2.6,0.123
91,2011,Erin Phillips,16.9,0.586,0.528,0.31,0.365,3.0,7.9,19.4,2.3,0.0,16.4,18.6,112.0,100.0,1.9,0.9,2.8,0.163
92,2011,Porsha Phillips,8.7,0.408,0.39,0.0,0.322,8.1,13.3,5.6,1.0,3.7,11.8,13.7,88.0,97.0,-0.1,0.4,0.3,0.052
93,2011,Plenette Pierson,18.0,0.527,0.481,0.028,0.271,7.8,11.3,8.7,2.1,2.8,13.3,22.3,105.0,98.0,2.0,1.5,3.5,0.149
94,2011,Jeanette Pohlen-Mavunga,11.3,0.635,0.613,0.608,0.147,2.4,5.4,10.3,1.3,0.6,16.2,11.2,117.0,104.0,1.1,0.4,1.5,0.112
95,2011,Cappie Pondexter,18.7,0.503,0.456,0.318,0.254,2.3,7.5,25.5,2.0,0.8,13.7,26.7,104.0,100.0,2.7,1.5,4.2,0.146
96,2011,Nicole Powell,13.8,0.528,0.503,0.531,0.111,4.1,9.3,13.5,2.5,0.9,17.7,17.7,101.0,98.0,1.1,1.5,2.6,0.113
97,2011,Armintie Herrington,17.1,0.554,0.519,0.01,0.577,7.2,7.2,18.4,3.2,0.2,15.8,16.2,111.0,100.0,1.9,1.0,2.9,0.148
98,2011,Epiphanny Prince,17.2,0.482,0.433,0.31,0.259,2.9,4.3,19.4,4.1,1.0,10.6,24.4,101.0,97.0,1.6,1.7,3.3,0.132
99,2011,LaToya Sanders,15.8,0.576,0.482,0.018,0.491,10.2,12.9,3.8,1.2,4.7,15.2,16.6,111.0,105.0,0.5,0.1,0.6,0.117
100,2011,Allie Quigley,13.7,0.34,0.2,0.2,0.4,9.8,18.6,12.2,3.9,5.9,14.5,23.7,79.0,86.0,0.0,0.0,0.0,0.047
101,2011,Noelle Quinn,10.8,0.487,0.46,0.354,0.134,2.0,5.3,15.6,1.7,0.2,12.1,13.6,103.0,110.0,0.8,-0.1,0.6,0.038
102,2011,Chastity Reed,2.2,0.391,0.37,0.022,0.13,1.7,9.2,10.9,1.1,0.6,19.8,19.1,72.0,109.0,-0.4,0.0,-0.5,-0.125
103,2011,Andrea Riley,5.9,0.436,0.373,0.549,0.27,1.0,3.8,17.9,2.7,0.4,22.7,21.5,79.0,109.0,-1.4,0.0,-1.4,-0.091
104,2011,Ruth Riley,12.7,0.532,0.509,0.084,0.156,4.8,11.9,11.2,1.0,3.7,14.0,14.9,102.0,97.0,0.7,1.1,1.8,0.114
105,2011,Ashley Robinson,10.1,0.49,0.484,0.008,0.18,9.7,14.7,7.4,2.1,4.7,25.0,14.5,87.0,92.0,-0.4,1.4,1.1,0.073
106,2011,Danielle Robinson,15.6,0.551,0.46,0.005,0.437,3.5,5.9,28.8,1.8,0.4,19.1,18.4,107.0,101.0,1.8,0.9,2.7,0.137
107,2011,Nakia Sanford,11.4,0.564,0.484,0.0,0.632,12.8,16.8,3.7,0.7,1.1,19.3,13.7,109.0,106.0,0.9,0.2,1.1,0.093
108,2011,Olayinka Sanni,0.4,0.624,0.667,0.0,0.4,6.7,8.0,0.0,2.0,1.0,42.4,18.2,68.0,106.0,-0.2,0.0,-0.2,-0.121
109,2011,Katie Smith,11.2,0.535,0.504,0.556,0.157,2.7,6.0,14.4,1.5,0.5,15.9,16.0,103.0,100.0,1.1,1.1,2.2,0.104
110,2011,Tangela Smith,11.0,0.472,0.439,0.397,0.143,4.8,8.9,12.3,1.7,1.9,14.3,19.3,95.0,100.0,0.3,0.9,1.2,0.066
111,2011,Belinda Snell,10.1,0.608,0.536,0.75,0.464,3.1,7.3,9.1,1.2,1.2,21.1,15.4,106.0,99.0,0.2,0.2,0.4,0.119
112,2011,Michelle Snow,11.3,0.5,0.456,0.011,0.278,6.0,15.8,13.2,1.0,4.2,25.7,15.0,89.0,95.0,-0.3,1.7,1.3,0.065
113,2011,Tammy Sutton-Brown,15.4,0.554,0.489,0.022,0.504,8.1,10.2,5.1,3.0,5.3,16.3,14.7,106.0,96.0,1.0,1.2,2.3,0.141
114,2011,Ketia Swanier,5.9,0.447,0.418,0.532,0.203,1.7,7.5,21.7,2.7,0.2,36.8,13.8,79.0,105.0,-0.7,0.2,-0.5,-0.042
115,2011,Sheryl Swoopes,12.5,0.494,0.455,0.358,0.181,2.9,9.8,17.1,1.5,0.8,14.1,16.6,99.0,109.0,0.7,0.0,0.7,0.031
116,2011,Carolyn Swords,15.3,0.606,0.528,0.0,0.453,9.8,14.2,7.4,1.2,2.5,20.1,16.5,109.0,98.0,0.5,0.3,0.8,0.148
117,2011,Diana Taurasi,23.8,0.62,0.537,0.443,0.467,1.6,6.1,21.2,1.2,1.6,14.7,29.4,116.0,108.0,5.0,0.1,5.1,0.212
118,2011,Penny Taylor,25.5,0.642,0.581,0.349,0.396,4.0,9.5,26.8,2.8,1.0,14.7,22.2,124.0,103.0,4.7,0.7,5.4,0.249
119,2011,Jasmine Thomas,9.0,0.424,0.402,0.32,0.149,2.3,6.9,19.2,2.1,1.1,17.6,21.6,86.0,107.0,-0.7,0.2,-0.5,-0.033
120,2011,Tina Thompson,13.8,0.497,0.455,0.408,0.212,7.4,11.2,7.9,2.5,2.2,16.7,22.4,94.0,104.0,0.2,0.5,0.7,0.034
121,2011,Erin Thorn,11.5,0.531,0.503,0.497,0.117,2.0,6.2,25.4,1.0,0.4,25.6,18.3,94.0,103.0,0.1,0.5,0.6,0.042
122,2011,Kristi Toliver,15.9,0.555,0.517,0.44,0.181,3.0,4.9,22.9,1.5,0.0,17.0,24.1,104.0,111.0,1.6,-0.3,1.3,0.069
123,2011,Courtney Vandersloot,8.0,0.467,0.428,0.274,0.219,0.8,5.2,28.2,1.6,1.3,28.1,19.1,84.0,101.0,-1.0,0.9,-0.1,-0.007
124,2011,Kia Vaughn,16.4,0.527,0.497,0.0,0.187,12.0,14.7,7.1,2.2,2.3,15.8,18.2,104.0,97.0,1.6,1.7,3.3,0.138
125,2011,Lindsay Whalen,23.2,0.575,0.536,0.12,0.349,3.8,7.5,34.6,2.0,0.5,15.7,22.4,117.0,99.0,4.3,1.4,5.7,0.239
126,2011,Tan White,10.7,0.47,0.414,0.427,0.26,2.6,7.3,13.8,2.8,0.6,16.4,15.2,95.0,97.0,0.2,1.3,1.5,0.082
127,2011,Candice Wiggins,12.1,0.536,0.526,0.705,0.136,1.2,6.5,12.8,1.6,1.1,13.9,16.6,107.0,99.0,1.0,0.8,1.8,0.127
128,2011,Le'coe Willingham,14.2,0.528,0.503,0.217,0.288,11.2,14.3,10.9,1.5,0.9,17.8,18.7,101.0,97.0,0.8,1.1,1.9,0.119
129,2011,Lindsay Wisdom-Hylton,9.3,0.425,0.415,0.019,0.151,9.7,14.0,12.9,2.5,4.7,27.1,15.0,81.0,94.0,-0.3,0.5,0.2,0.031
130,2011,Monica Wright,11.9,0.462,0.404,0.193,0.343,1.8,7.2,12.0,3.1,1.1,14.8,21.5,94.0,96.0,0.1,0.8,0.9,0.087
131,2011,Tanisha Wright,13.6,0.597,0.529,0.204,0.363,3.6,7.2,19.1,2.3,0.1,24.4,18.6,102.0,98.0,1.4,1.5,2.9,0.123
132,2011,Sophia Young-Malcolm,16.7,0.465,0.429,0.015,0.393,5.3,12.0,13.4,3.3,1.2,9.8,23.0,95.0,94.0,0.5,2.4,2.8,0.108
133,2011,Tamera Young,10.2,0.475,0.427,0.029,0.317,6.5,9.5,9.7,2.4,0.9,18.5,19.2,90.0,98.0,-0.3,1.2,0.9,0.048
134,2011,Shavonte Zellous,15.7,0.557,0.473,0.262,0.569,5.8,10.7,17.3,1.4,2.7,16.4,19.6,109.0,99.0,1.2,0.6,1.9,0.16
135,2011,Kara Braxton,16.3,0.536,0.525,0.054,0.256,10.7,14.6,11.7,1.9,3.0,18.4,23.3,98.0,101.0,0.5,0.6,1.1,0.085
136,2011,Jessica Breland,12.0,0.419,0.391,0.0,0.087,4.8,11.5,8.7,1.4,8.1,11.2,16.2,91.0,95.0,0.0,0.2,0.1,0.079
137,2011,Karima Christmas-Kelly,8.8,0.472,0.392,0.455,0.489,7.7,7.6,4.3,2.4,1.0,19.0,19.5,89.0,108.0,-0.1,0.0,-0.1,-0.016
138,2011,Ta'Shia Phillips,12.4,0.542,0.533,0.0,0.8,18.0,16.4,2.1,0.0,3.3,12.9,14.7,112.0,107.0,0.2,0.0,0.2,0.104
139,2011,Sidney Spencer,11.1,0.531,0.51,0.32,0.08,2.7,6.2,9.7,0.0,0.0,3.7,13.5,119.0,108.0,0.5,0.0,0.5,0.107
140,2011,Krystal Thomas,4.0,0.586,0.588,0.0,0.353,5.2,6.1,2.6,0.9,4.5,33.7,11.0,82.0,106.0,-0.1,0.0,-0.1,-0.025
141,2011,DeMya Walker,8.4,0.453,0.396,0.021,0.34,10.9,12.0,9.5,1.1,1.1,21.4,19.5,88.0,107.0,-0.3,0.1,-0.2,-0.018
0,2012,Svetlana Abrosimova,6.9,0.401,0.388,0.367,0.245,4.5,10.4,17.6,3.3,0.8,26.9,21.7,71.0,93.0,-1.2,0.8,-0.4,-0.054
1,2012,Jessica Adair,6.4,0.439,0.351,0.0,0.946,8.2,14.0,4.9,0.9,2.0,21.1,17.3,86.0,98.0,-0.1,0.3,0.1,0.029
2,2012,Danielle Adams,22.0,0.547,0.5,0.35,0.338,10.4,13.7,8.9,1.8,2.8,10.3,27.1,110.0,100.0,2.5,0.9,3.3,0.195
3,2012,Matee Ajavon,9.7,0.423,0.356,0.376,0.296,3.4,5.3,17.7,4.0,0.7,17.3,24.2,85.0,104.0,-0.9,0.5,-0.4,-0.023
4,2012,Nicky Anosike,6.5,0.47,0.25,0.0,0.75,0.0,12.0,11.8,2.7,2.8,36.1,12.6,77.0,94.0,-0.1,0.1,0.0,0.029
5,2012,Jayne Appel-Marinelli,14.1,0.593,0.553,0.012,0.341,11.6,20.2,9.3,1.5,3.9,28.5,9.9,109.0,96.0,0.9,1.2,2.1,0.136
6,2012,Seimone Augustus,21.6,0.576,0.549,0.263,0.156,2.4,7.5,15.4,1.7,0.6,10.7,24.9,115.0,100.0,3.3,1.0,4.3,0.209
7,2012,Mistie Bass,19.2,0.574,0.529,0.005,0.428,11.3,13.9,9.7,2.1,1.7,15.3,19.3,111.0,97.0,1.8,1.0,2.8,0.184
8,2012,Alana Beard,13.6,0.535,0.492,0.277,0.264,1.2,4.0,16.7,3.3,1.0,19.1,18.4,101.0,100.0,1.3,1.3,2.6,0.104
9,2012,Tully Bevilaqua,1.5,0.233,0.208,0.667,0.167,0.7,2.6,9.5,2.3,0.5,41.1,6.3,55.0,105.0,-0.3,0.1,-0.2,-0.061
10,2012,Sue Bird,17.6,0.572,0.55,0.476,0.159,0.9,5.7,35.3,1.6,0.3,17.3,20.1,108.0,100.0,2.3,1.2,3.5,0.156
11,2012,Chante Black,12.4,0.547,0.5,0.0,0.457,7.8,12.8,4.7,2.1,4.3,22.2,13.1,98.0,105.0,0.2,0.2,0.4,0.044
12,2012,Shannon Bobbitt,7.4,0.407,0.381,0.455,0.205,3.2,5.0,29.9,1.8,0.4,26.7,14.4,85.0,109.0,-0.4,0.0,-0.4,-0.039
13,2012,DeWanna Bonner,21.0,0.487,0.409,0.316,0.371,5.3,11.2,13.1,2.4,1.9,10.0,28.3,104.0,106.0,2.8,0.4,3.2,0.114
14,2012,Kara Braxton,14.4,0.486,0.483,0.024,0.189,13.6,16.9,12.9,1.7,3.2,24.4,25.4,85.0,99.0,-0.7,0.7,0.0,-0.002
15,2012,Rebekkah Brunson,21.7,0.546,0.505,0.0,0.41,16.2,19.5,7.0,2.3,2.9,11.0,19.0,117.0,94.0,3.1,1.9,4.9,0.236
16,2012,Kelley Cain,6.8,0.504,0.444,0.0,0.611,9.6,13.0,2.3,0.8,2.4,30.5,10.8,85.0,103.0,-0.1,0.1,0.0,0.005
17,2012,Dominique Canty,-0.6,0.31,0.261,0.13,0.435,5.1,7.0,14.8,1.5,0.0,22.6,22.6,63.0,109.0,-0.4,0.0,-0.4,-0.208
18,2012,Essence Carson,14.4,0.47,0.446,0.266,0.137,3.7,7.5,11.6,2.1,2.2,12.3,23.1,95.0,103.0,0.4,0.8,1.2,0.053
19,2012,Sydney Carter,3.8,0.333,0.333,0.333,0.0,0.0,0.0,0.0,5.9,0.0,14.3,35.0,62.0,96.0,-0.1,0.0,0.0,-0.211
20,2012,Swin Cash,11.7,0.465,0.414,0.332,0.286,6.7,12.1,13.7,1.8,1.5,19.6,21.2,91.0,99.0,-0.1,1.5,1.4,0.054
21,2012,Iziane Castro Marques,1.8,0.303,0.274,0.113,0.132,3.7,5.7,11.2,1.2,0.0,12.5,22.3,68.0,110.0,-0.5,0.0,-0.6,-0.168
22,2012,Tamika Catchings,27.3,0.552,0.486,0.285,0.35,7.1,15.1,21.3,3.6,2.4,9.9,26.3,116.0,91.0,5.0,2.8,7.8,0.301
23,2012,Tina Charles,23.3,0.538,0.5,0.01,0.232,12.9,18.3,10.3,0.8,3.4,11.8,25.1,109.0,97.0,3.5,1.9,5.5,0.2
24,2012,Shameka Christon,14.4,0.519,0.474,0.681,0.276,2.9,5.7,9.9,1.4,1.9,7.1,18.3,110.0,104.0,1.7,0.4,2.1,0.119
25,2012,Alysha Clark,12.0,0.653,0.632,0.377,0.321,7.4,12.1,5.7,1.1,0.4,23.9,16.0,102.0,98.0,0.3,0.4,0.7,0.112
26,2012,Marissa Coleman,8.2,0.425,0.379,0.474,0.172,5.2,9.0,9.3,1.9,1.1,16.1,11.7,95.0,100.0,0.2,0.7,0.8,0.059
27,2012,Monique Currie,17.2,0.52,0.439,0.251,0.514,4.2,9.4,14.7,2.3,0.7,13.1,25.2,103.0,105.0,1.7,0.4,2.1,0.104
28,2012,Jessica Davenport,17.0,0.533,0.472,0.017,0.453,8.1,13.5,8.3,2.4,4.3,19.2,23.8,97.0,94.0,0.4,1.2,1.6,0.124
29,2012,Erika de Souza,18.5,0.54,0.523,0.0,0.152,12.5,16.1,9.7,2.3,4.1,16.1,18.6,103.0,92.0,0.7,1.1,1.8,0.163
30,2012,Scholanda Dorrell,7.1,0.436,0.398,0.442,0.265,3.7,5.1,5.8,3.3,0.7,16.5,17.4,83.0,108.0,-0.4,0.0,-0.4,-0.042
31,2012,Katie Douglas,20.5,0.543,0.503,0.425,0.216,4.0,7.4,14.5,2.6,0.9,9.8,25.1,110.0,98.0,3.3,1.5,4.8,0.194
32,2012,Victoria Dunlap,15.6,0.451,0.3,0.1,1.0,33.7,24.1,6.7,0.0,0.0,17.2,29.8,98.0,100.0,0.0,0.0,0.1,0.103
33,2012,Candice Dupree,17.0,0.527,0.483,0.007,0.252,5.0,9.8,10.6,1.2,1.6,14.2,23.3,101.0,110.0,0.5,-0.1,0.5,0.053
34,2012,Dawn Evans,-1.3,0.2,0.2,0.8,0.0,0.0,0.0,28.2,3.4,0.0,28.6,20.1,54.0,103.0,-0.1,0.0,-0.1,-0.212
35,2012,Sylvia Fowles,27.5,0.667,0.638,0.0,0.541,15.1,21.0,5.5,2.2,3.4,14.8,20.7,123.0,94.0,3.8,1.7,5.5,0.285
36,2012,Briana Gilbreath-Butler,10.4,0.485,0.437,0.521,0.268,5.8,8.5,8.0,1.0,1.5,15.0,15.3,100.0,111.0,0.2,-0.1,0.1,0.014
37,2012,Sasha Goodlett,16.9,0.483,0.446,0.0,0.27,10.9,12.6,6.0,2.2,3.0,9.8,21.4,102.0,97.0,0.3,0.4,0.7,0.134
38,2012,Alexis Gray-Lawson,5.5,0.375,0.324,0.373,0.255,4.7,6.5,12.5,1.1,0.7,13.7,17.5,84.0,112.0,-0.3,-0.2,-0.6,-0.07
39,2012,Kalana Greene,12.3,0.506,0.459,0.182,0.38,3.4,6.1,14.6,3.3,0.9,16.0,12.2,104.0,98.0,0.7,1.0,1.7,0.112
40,2012,Kelsey Griffin,9.7,0.417,0.359,0.152,0.343,8.9,14.0,6.2,2.5,2.1,19.2,16.5,85.0,95.0,-0.4,0.7,0.4,0.042
41,2012,Becky Hammon,19.2,0.598,0.551,0.507,0.267,1.1,4.9,30.0,1.6,0.5,20.7,23.2,108.0,105.0,3.0,0.5,3.5,0.14
42,2012,Lindsey Harding,15.9,0.501,0.444,0.157,0.298,1.8,5.4,25.6,2.2,0.5,14.4,20.4,103.0,98.0,1.8,1.6,3.4,0.129
43,2012,Amber Harris,14.4,0.476,0.444,0.202,0.247,5.2,12.3,9.6,1.9,4.5,13.2,20.8,98.0,95.0,0.2,0.5,0.7,0.121
44,2012,Tiffany Hayes,13.2,0.519,0.435,0.333,0.506,3.6,7.8,15.2,1.8,1.2,15.3,18.4,103.0,97.0,1.3,1.3,2.5,0.129
45,2012,Aneika Henry-Morello,12.2,0.514,0.468,0.0,0.302,10.1,13.4,4.0,1.3,4.0,15.1,13.2,103.0,95.0,0.7,1.2,1.9,0.124
46,2012,Allison Hightower,9.5,0.424,0.387,0.297,0.137,2.9,5.6,16.2,2.7,0.5,14.8,16.9,91.0,99.0,-0.2,1.1,0.9,0.045
47,2012,Ebony Hoffman,8.3,0.434,0.394,0.365,0.192,7.5,11.5,6.3,3.2,0.4,18.7,14.4,90.0,97.0,-0.1,0.4,0.3,0.059
48,2012,Amber Holt,10.6,0.496,0.489,0.366,0.119,2.4,6.0,11.1,1.2,0.0,10.2,15.3,101.0,112.0,0.5,-0.2,0.2,0.018
49,2012,Alexis Hornbuckle,7.7,0.404,0.385,0.311,0.148,5.6,9.0,13.7,2.4,1.5,20.8,16.9,81.0,108.0,-1.2,0.1,-1.2,-0.054
50,2012,Charde Houston,14.3,0.493,0.471,0.362,0.152,4.5,7.3,12.9,2.5,1.1,13.6,23.2,98.0,109.0,0.7,-0.1,0.6,0.037
51,2012,Lauren Jackson,17.9,0.505,0.463,0.363,0.313,5.6,18.3,2.8,1.3,3.5,11.7,29.6,92.0,90.0,0.0,0.5,0.5,0.11
52,2012,Briann January,14.0,0.565,0.498,0.437,0.355,1.8,3.8,24.5,2.2,0.4,21.2,18.8,106.0,101.0,1.8,1.0,2.8,0.125
53,2012,Glory Johnson,18.9,0.55,0.482,0.0,0.706,10.9,14.7,7.3,3.9,1.8,16.6,19.8,105.0,102.0,2.0,0.9,2.9,0.122
54,2012,Shenise Johnson,14.3,0.468,0.42,0.273,0.219,11.1,13.3,12.6,2.4,0.9,15.3,18.9,100.0,100.0,0.7,0.7,1.4,0.097
55,2012,Temeka Johnson,15.6,0.518,0.471,0.208,0.244,2.4,6.8,30.9,2.1,0.1,18.8,22.4,100.0,109.0,1.2,-0.1,1.1,0.053
56,2012,Asjha Jones,15.7,0.494,0.454,0.052,0.17,10.1,14.7,12.7,1.7,1.6,17.2,23.4,96.0,97.0,0.4,1.0,1.3,0.096
57,2012,Ewelina Kobryn,10.7,0.5,0.449,0.199,0.368,4.9,10.9,6.7,2.0,2.7,20.6,21.8,85.0,94.0,-0.5,0.9,0.4,0.04
58,2012,Laurie Koehn,8.8,0.5,0.5,0.951,0.0,2.1,5.2,4.5,0.9,0.0,12.8,18.3,93.0,102.0,0.0,0.1,0.1,0.047
59,2012,Cathrine Kraayeveld,12.5,0.544,0.553,0.654,0.113,3.9,10.7,9.0,1.4,2.6,15.7,14.2,101.0,96.0,0.5,0.9,1.4,0.113
60,2012,Jennifer Lacy,10.8,0.518,0.5,0.551,0.187,4.8,7.2,7.1,1.4,1.4,14.4,19.4,97.0,110.0,0.4,-0.2,0.2,0.017
61,2012,Natasha Lacy,10.2,0.433,0.389,0.259,0.222,4.7,10.2,18.1,2.7,1.6,20.6,19.9,84.0,103.0,-0.3,0.2,-0.1,-0.017
62,2012,Crystal Langhorne,19.1,0.585,0.564,0.024,0.346,9.1,12.2,9.2,2.5,0.3,16.1,21.4,106.0,105.0,2.3,0.5,2.8,0.112
63,2012,Erlana Larkins,17.1,0.569,0.509,0.0,0.333,15.8,17.0,11.9,3.5,0.8,21.5,13.8,113.0,93.0,1.3,1.2,2.5,0.193
64,2012,Ivory Latta,17.1,0.55,0.515,0.435,0.199,1.6,4.7,23.3,1.7,0.3,14.2,23.8,106.0,111.0,2.4,-0.4,2.0,0.081
65,2012,Jantel Lavender,15.3,0.543,0.506,0.0,0.2,12.2,15.6,6.0,0.9,2.9,17.9,18.7,104.0,99.0,0.8,0.7,1.5,0.123
66,2012,Kara Lawson,21.7,0.656,0.601,0.501,0.312,1.8,7.2,22.2,1.3,0.4,13.3,18.6,127.0,101.0,5.3,1.1,6.4,0.242
67,2012,Yelena Leuchanka,5.4,0.419,0.381,0.016,0.222,7.2,11.7,7.3,1.8,2.8,28.8,16.3,73.0,95.0,-0.7,0.5,-0.1,-0.022
68,2012,Camille Smith,14.4,0.563,0.495,0.12,0.558,7.4,11.3,13.3,1.4,1.5,21.4,22.0,98.0,97.0,1.0,1.6,2.6,0.11
