,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
97,2011,Armintie Herrington,34,797,21,108,208,0.519,0,2,0.0,108,206,.524,73,120,.608,51,101,96,52,2,49,61,289
98,2011,Epiphanny Prince,34,1001,27,162,432,0.375,50,134,0.373,112,298,.376,90,112,.804,23,71,102,79,13,57,76,464
99,2011,LaToya Sanders,20,222,0,26,55,0.473,1,1,1.0,25,54,.463,24,27,.889,18,47,5,5,13,12,27,77
100,2011,Allie Quigley,7,14,0,1,5,0.2,0,1,0.0,1,4,.250,2,2,1.000,1,4,1,1,1,1,1,4
101,2011,Noelle Quinn,33,681,23,64,164,0.39,23,58,0.397,41,106,.387,18,22,.818,11,59,65,21,2,24,26,169
102,2011,Chastity Reed,11,145,1,17,46,0.37,0,1,0.0,17,45,.378,4,6,.667,2,21,8,3,1,12,26,38
103,2011,Andrea Riley,33,626,10,64,204,0.314,24,112,0.214,40,92,.435,47,55,.855,5,38,58,32,3,67,77,199
104,2011,Ruth Riley,34,645,34,81,167,0.485,8,14,0.571,73,153,.477,20,26,.769,27,130,42,12,30,29,88,190
105,2011,Ashley Robinson,34,583,13,59,122,0.484,0,1,0.0,59,121,.488,11,22,.500,41,132,24,22,33,44,91,129
106,2011,Danielle Robinson,34,786,9,98,213,0.46,0,1,0.0,98,212,.462,84,93,.903,24,79,132,28,4,60,76,280
107,2011,Nakia Sanford,33,476,16,46,95,0.484,0,0,,46,95,.484,45,60,.750,50,137,12,7,7,29,73,137
108,2011,Olayinka Sanni,14,73,0,10,15,0.667,0,0,,10,15,.667,2,6,.333,4,10,0,3,1,13,23,22
109,2011,Katie Smith,34,853,3,88,223,0.395,49,124,0.395,39,99,.394,30,35,.857,17,79,68,24,5,45,66,255
110,2011,Tangela Smith,33,711,32,88,237,0.371,32,94,0.34,56,143,.392,30,34,.882,27,102,49,22,16,42,80,238
111,2011,Belinda Snell,21,134,0,11,28,0.393,8,21,0.381,3,7,.429,11,13,.846,3,15,7,3,2,9,18,41
112,2011,Michelle Snow,34,821,30,82,180,0.456,0,2,0.0,82,178,.461,38,50,.760,39,213,64,16,44,70,84,202
113,2011,Tammy Sutton-Brown,34,645,26,68,139,0.489,0,3,0.0,68,136,.500,52,70,.743,41,106,19,36,41,33,65,188
114,2011,Ketia Swanier,29,429,4,27,79,0.342,12,42,0.286,15,37,.405,11,16,.688,6,55,66,23,1,50,50,77
115,2011,Sheryl Swoopes,33,879,28,101,254,0.398,29,91,0.319,72,163,.442,40,46,.870,21,136,76,25,9,45,47,271
116,2011,Carolyn Swords,29,218,4,28,53,0.528,0,0,,28,53,.528,21,24,.875,17,51,9,5,7,16,26,77
117,2011,Diana Taurasi,32,965,32,208,463,0.449,81,205,0.395,127,258,.492,195,216,.903,13,101,114,24,20,96,113,692
118,2011,Penny Taylor,29,864,29,164,321,0.511,45,112,0.402,119,209,.569,111,127,.874,28,141,135,49,11,65,67,484
119,2011,Jasmine Thomas,34,655,6,85,241,0.353,24,77,0.312,61,164,.372,24,36,.667,13,73,64,25,9,55,60,218
120,2011,Tina Thompson,34,851,33,120,311,0.386,43,127,0.339,77,184,.418,55,66,.833,50,156,38,39,23,68,74,338
121,2011,Erin Thorn,34,571,7,66,163,0.405,32,81,0.395,34,82,.415,18,19,.947,9,58,83,11,3,59,12,182
122,2011,Kristi Toliver,32,754,17,126,298,0.423,56,131,0.427,70,167,.419,49,54,.907,18,61,93,21,0,66,58,357
123,2011,Courtney Vandersloot,34,777,26,84,215,0.391,16,59,0.271,68,156,.436,36,47,.766,5,67,127,24,13,92,86,220
124,2011,Kia Vaughn,34,955,34,149,300,0.497,0,0,,149,300,.497,44,56,.786,96,227,39,40,25,61,97,342
125,2011,Lindsay Whalen,34,956,34,179,350,0.511,17,42,0.405,162,308,.526,89,122,.730,30,119,199,37,5,75,64,464
126,2011,Tan White,34,747,0,68,192,0.354,23,82,0.28,45,110,.409,42,50,.840,17,97,66,40,6,42,65,201
127,2011,Candice Wiggins,34,582,0,68,176,0.386,49,124,0.395,19,52,.365,15,24,.625,6,63,50,18,7,30,59,200
128,2011,Le'coe Willingham,34,649,8,87,184,0.473,11,40,0.275,76,144,.528,34,53,.642,53,143,37,18,7,45,61,219
129,2011,Lindsay Wisdom-Hylton,29,234,0,22,53,0.415,0,1,0.0,22,52,.423,4,8,.500,18,54,18,11,14,21,37,48
130,2011,Monica Wright,29,393,0,53,140,0.379,7,27,0.259,46,113,.407,36,48,.750,6,47,31,23,5,28,46,149
131,2011,Tanisha Wright,33,953,32,118,240,0.492,18,49,0.367,100,191,.524,78,87,.897,25,106,97,40,1,90,97,332
132,2011,Sophia Young-Malcolm,33,1043,33,171,399,0.429,0,6,0.0,171,393,.435,93,157,.592,48,212,76,67,16,51,78,435
133,2011,Tamera Young,33,792,19,102,240,0.425,1,7,0.143,101,233,.433,55,76,.724,41,124,43,37,9,62,98,260
134,2011,Shavonte Zellous,33,463,2,57,130,0.438,9,34,0.265,48,96,.500,58,74,.784,21,80,45,12,15,32,74,181
135,2011,Kara Braxton,31,522,18,104,203,0.512,5,11,0.455,99,192,.516,29,52,.558,46,128,34,20,20,51,85,242
136,2011,Jessica Breland,13,75,0,9,23,0.391,0,0,,9,23,.391,2,2,1.000,3,14,4,2,7,3,9,20
137,2011,Karima Christmas-Kelly,31,308,0,30,88,0.341,9,40,0.225,21,48,.438,32,43,.744,20,37,7,14,4,25,35,101
138,2011,Ta'Shia Phillips,15,72,0,8,15,0.533,0,0,,8,15,.533,6,12,.500,11,19,1,0,3,3,18,22
139,2011,Sidney Spencer,24,178,0,22,50,0.44,7,16,0.438,15,34,.441,4,4,1.000,4,18,11,0,0,2,14,55
140,2011,Krystal Thomas,15,120,0,10,17,0.588,0,0,,10,17,.588,3,6,.500,5,12,2,2,7,10,22,23
141,2011,DeMya Walker,30,489,5,57,144,0.396,0,3,0.0,57,141,.404,36,49,.735,46,96,24,10,7,45,72,150
0,2012,Svetlana Abrosimova,19,329,4,34,98,0.347,8,36,0.222,26,62,.419,11,24,.458,11,56,31,20,3,40,26,87
1,2012,Jessica Adair,19,168,0,13,37,0.351,0,0,,13,37,.351,20,35,.571,11,40,6,3,4,14,28,46
2,2012,Danielle Adams,34,686,5,141,320,0.441,38,112,0.339,103,208,.495,82,108,.759,61,159,33,23,23,42,94,402
3,2012,Matee Ajavon,33,712,22,82,274,0.299,31,103,0.301,51,171,.298,67,81,.827,20,60,67,53,6,65,97,262
4,2012,Nicky Anosike,10,57,0,2,8,0.25,0,0,,2,8,.250,6,6,1.000,0,12,5,3,2,6,9,10
5,2012,Jayne Appel-Marinelli,33,625,30,47,85,0.553,0,1,0.0,47,84,.560,22,29,.759,62,213,39,18,29,39,67,116
6,2012,Seimone Augustus,29,826,29,192,391,0.491,45,103,0.437,147,288,.510,52,61,.852,16,105,72,27,6,50,31,481
7,2012,Mistie Bass,32,598,10,99,187,0.529,0,1,0.0,99,186,.532,57,80,.713,59,143,33,24,13,40,59,255
8,2012,Alana Beard,33,1017,33,137,314,0.436,35,87,0.402,102,227,.449,66,83,.795,10,71,109,66,13,83,91,375
9,2012,Tully Bevilaqua,28,157,0,2,12,0.167,1,8,0.125,1,4,.250,1,2,.500,1,7,11,7,1,9,7,6
10,2012,Sue Bird,29,898,29,133,290,0.459,53,138,0.384,80,152,.526,36,46,.783,6,83,155,26,3,65,32,355
11,2012,Chante Black,29,366,13,35,70,0.5,0,0,,35,70,.500,22,32,.688,26,77,10,15,18,24,33,92
12,2012,Shannon Bobbitt,28,418,5,29,88,0.33,9,40,0.225,20,48,.417,11,18,.611,11,33,72,14,2,35,38,78
13,2012,DeWanna Bonner,32,1120,32,212,582,0.364,52,184,0.283,160,398,.402,184,216,.852,55,230,71,54,28,75,46,660
14,2012,Kara Braxton,34,535,18,102,212,0.481,1,5,0.2,101,207,.488,18,40,.450,61,153,36,17,21,74,59,223
15,2012,Rebekkah Brunson,31,837,31,138,273,0.505,0,0,,138,273,.505,76,112,.679,108,277,37,37,29,40,71,352
16,2012,Kelley Cain,20,136,0,8,18,0.444,0,0,,8,18,.444,7,11,.636,11,30,2,2,4,10,13,23
17,2012,Dominique Canty,6,72,5,6,23,0.261,0,3,0.0,6,20,.300,5,10,.500,3,8,6,2,0,8,10,17
18,2012,Essence Carson,34,927,23,158,395,0.4,36,105,0.343,122,290,.421,42,54,.778,29,117,58,37,25,59,52,394
19,2012,Sydney Carter,1,9,0,2,6,0.333,0,2,0.0,2,4,.500,0,0,,0,0,0,1,0,1,0,4
20,2012,Swin Cash,34,1021,34,126,343,0.367,32,114,0.281,94,229,.410,75,98,.765,55,197,79,34,17,94,81,359
21,2012,Iziane Castro Marques,11,132,0,14,53,0.264,1,6,0.167,13,47,.277,5,7,.714,4,12,8,3,0,8,8,34
22,2012,Tamika Catchings,34,1036,34,200,463,0.432,50,132,0.379,150,331,.453,140,162,.864,62,258,107,70,29,59,84,590
23,2012,Tina Charles,33,1096,33,250,501,0.499,1,5,0.2,249,496,.502,93,116,.802,123,345,57,17,47,74,64,594
24,2012,Shameka Christon,34,695,31,83,232,0.358,54,158,0.342,29,74,.392,50,64,.781,17,67,43,18,16,20,41,270
25,2012,Alysha Clark,23,238,0,29,53,0.547,9,20,0.45,20,33,.606,12,17,.706,13,47,7,5,1,19,27,79
26,2012,Marissa Coleman,34,548,2,37,116,0.319,14,55,0.255,23,61,.377,18,20,.900,24,87,36,21,8,24,44,106
27,2012,Monique Currie,34,820,28,129,319,0.404,22,80,0.275,107,239,.448,127,164,.774,28,122,59,35,7,59,85,407
28,2012,Jessica Davenport,34,514,2,84,179,0.469,1,3,0.333,83,176,.472,60,81,.741,35,115,22,23,26,51,62,229
29,2012,Erika de Souza,15,449,15,79,151,0.523,0,0,,79,151,.523,16,23,.696,48,123,24,20,23,31,45,174
30,2012,Scholanda Dorrell,26,385,8,37,113,0.327,16,50,0.32,21,63,.333,20,30,.667,13,32,13,25,3,25,46,110
31,2012,Katie Douglas,32,990,32,184,445,0.413,80,189,0.423,104,256,.406,81,96,.844,33,121,71,48,10,53,55,529
32,2012,Victoria Dunlap,5,28,0,3,10,0.3,0,1,0.0,3,9,.333,7,10,.700,7,11,1,0,0,3,4,13
33,2012,Candice Dupree,13,345,12,71,147,0.483,0,1,0.0,71,146,.486,30,37,.811,16,62,17,8,7,27,20,172
34,2012,Dawn Evans,3,15,0,1,5,0.2,0,4,0.0,1,1,1.000,0,0,,0,0,3,1,0,2,1,2
35,2012,Sylvia Fowles,25,778,25,157,246,0.638,0,0,,157,246,.638,92,133,.692,94,260,21,33,30,53,55,406
36,2012,Briana Gilbreath-Butler,11,258,2,24,71,0.338,14,37,0.378,10,34,.294,15,19,.789,14,40,12,5,5,14,15,77
37,2012,Sasha Goodlett,26,197,0,33,74,0.446,0,0,,33,74,.446,14,20,.700,18,41,6,8,7,9,17,80
38,2012,Alexis Gray-Lawson,19,318,0,30,102,0.294,6,38,0.158,24,64,.375,19,26,.731,14,38,23,7,3,18,40,85
39,2012,Kalana Greene,34,605,31,53,121,0.438,5,22,0.227,48,99,.485,32,46,.696,18,63,57,39,7,27,45,143
40,2012,Kelsey Griffin,31,375,6,34,99,0.343,3,15,0.2,31,84,.369,24,34,.706,29,90,15,18,10,27,37,95
41,2012,Becky Hammon,33,998,33,160,363,0.441,80,184,0.435,80,179,.447,85,97,.876,9,83,176,31,6,106,37,485
42,2012,Lindsey Harding,34,1040,32,157,369,0.425,14,58,0.241,143,311,.460,90,110,.818,16,95,153,46,7,70,47,418
43,2012,Amber Harris,27,240,0,36,89,0.404,7,18,0.389,29,71,.408,15,22,.682,10,50,15,9,13,15,27,94
44,2012,Tiffany Hayes,34,787,17,90,231,0.39,21,77,0.273,69,154,.448,92,117,.786,24,105,73,28,12,51,89,293
45,2012,Aneika Henry-Morello,34,613,14,65,139,0.468,0,0,,65,139,.468,32,42,.762,53,140,15,16,30,28,70,162
46,2012,Allison Hightower,34,827,29,90,256,0.352,18,76,0.237,72,180,.400,32,35,.914,21,79,84,43,5,47,79,230
47,2012,Ebony Hoffman,20,208,0,18,52,0.346,5,19,0.263,13,33,.394,8,10,.800,13,42,9,13,1,13,30,49
48,2012,Amber Holt,24,456,18,57,134,0.425,17,49,0.347,40,85,.471,9,16,.563,10,45,28,11,0,16,25,140
49,2012,Alexis Hornbuckle,34,865,25,86,257,0.335,26,80,0.325,60,177,.339,23,38,.605,45,142,68,42,17,72,98,221
50,2012,Charde Houston,27,694,20,126,309,0.408,39,112,0.348,87,197,.442,34,47,.723,29,93,44,34,10,52,80,325
51,2012,Lauren Jackson,9,167,9,34,80,0.425,6,29,0.207,28,51,.549,18,25,.720,7,50,2,4,7,12,20,92
52,2012,Briann January,31,879,26,99,245,0.404,46,107,0.43,53,138,.384,76,87,.874,13,55,122,36,4,76,78,320
53,2012,Glory Johnson,34,958,28,131,272,0.482,0,0,,131,272,.482,130,192,.677,95,232,38,73,20,71,103,392
54,2012,Shenise Johnson,34,581,1,68,187,0.364,21,51,0.412,47,136,.346,35,41,.854,55,131,46,27,6,37,50,192
55,2012,Temeka Johnson,29,833,28,128,308,0.416,34,64,0.531,94,244,.385,63,75,.840,18,93,135,34,1,79,70,353
56,2012,Asjha Jones,20,558,19,102,229,0.445,4,12,0.333,98,217,.452,35,39,.897,49,141,39,19,11,51,61,243
57,2012,Ewelina Kobryn,33,438,6,56,136,0.412,10,27,0.37,46,109,.422,36,50,.720,16,78,15,16,14,41,46,158
58,2012,Laurie Koehn,23,112,0,14,41,0.341,13,39,0.333,1,2,.500,0,0,,2,10,3,2,0,6,4,41
59,2012,Cathrine Kraayeveld,33,507,1,56,133,0.421,35,87,0.402,21,46,.457,5,15,.333,17,92,28,14,16,26,32,152
60,2012,Jennifer Lacy,26,573,6,77,198,0.389,44,109,0.404,33,89,.371,24,37,.649,25,68,22,16,9,36,76,222
61,2012,Natasha Lacy,20,259,1,29,81,0.358,5,21,0.238,24,60,.400,14,18,.778,10,42,25,13,5,23,27,77
62,2012,Crystal Langhorne,31,999,31,190,338,0.562,1,8,0.125,189,330,.573,75,117,.641,75,194,42,46,4,75,65,456
63,2012,Erlana Larkins,34,526,2,55,108,0.509,0,0,,55,108,.509,31,36,.861,70,148,36,34,5,34,62,141
64,2012,Ivory Latta,34,962,18,175,407,0.43,69,177,0.39,106,230,.461,68,81,.840,14,75,111,31,3,73,75,487
65,2012,Jantel Lavender,34,490,1,81,160,0.506,0,0,,81,160,.506,27,32,.844,50,134,18,9,18,38,56,189
66,2012,Kara Lawson,34,1066,34,169,343,0.493,74,172,0.43,95,171,.556,100,107,.935,17,131,136,27,5,60,40,512
67,2012,Yelena Leuchanka,19,260,5,24,63,0.381,0,1,0.0,24,62,.387,10,14,.714,16,52,12,9,9,28,34,58
68,2012,Camille Smith,34,947,34,130,274,0.474,11,33,0.333,119,241,.494,113,153,.739,52,175,63,24,17,93,93,384
69,2012,Sancho Lyttle,34,1074,34,199,483,0.412,28,110,0.255,171,373,.458,50,66,.758,47,259,85,82,23,88,100,476
70,2012,Angel McCoughtry,24,718,17,177,396,0.447,28,83,0.337,149,313,.476,132,165,.800,50,119,69,60,27,95,56,514
71,2012,Danielle McCray,28,389,8,39,124,0.315,20,60,0.333,19,64,.297,37,41,.902,14,56,33,17,0,28,41,135
72,2012,Taj McWilliams-Franklin,33,879,33,122,235,0.519,2,5,0.4,120,230,.522,30,40,.750,55,177,84,34,46,66,75,276
73,2012,Coco Miller,10,141,1,11,37,0.297,2,6,0.333,9,31,.290,2,2,1.000,9,27,11,2,0,13,4,26
74,2012,Kelly Miller,11,82,0,4,24,0.167,1,11,0.091,3,13,.231,2,2,1.000,1,8,6,3,0,9,10,11
75,2012,DeLisha Milton-Jones,34,926,34,123,295,0.417,29,89,0.326,94,206,.456,65,79,.823,48,150,60,34,24,63,95,340
76,2012,Leilani Mitchell,34,908,25,79,193,0.409,53,129,0.411,26,64,.406,9,12,.750,21,84,103,35,5,53,72,220
77,2012,Alex Montgomery,26,210,0,24,64,0.375,8,23,0.348,16,41,.390,8,11,.727,17,48,11,15,2,14,23,64
78,2012,Renee Montgomery,34,816,0,116,333,0.348,47,129,0.364,69,204,.338,117,138,.848,8,63,89,35,3,76,52,396
79,2012,Maya Moore,34,1011,34,199,428,0.465,73,188,0.388,126,240,.525,87,99,.879,71,205,124,50,22,62,86,558
80,2012,Jene Morris,9,82,1,6,16,0.375,4,9,0.444,2,7,.286,1,2,.500,5,9,2,6,0,4,11,17
81,2012,Ziomara Morrison,30,166,0,22,52,0.423,6,10,0.6,16,42,.381,9,11,.818,13,36,2,3,3,13,26,59
82,2012,Shay Murphy,29,538,3,87,207,0.42,45,102,0.441,42,105,.400,27,37,.730,30,84,27,32,6,30,45,246
83,2012,Natalie Novosel,31,306,0,34,101,0.337,9,41,0.22,25,60,.417,22,29,.759,19,41,23,14,3,19,16,99
84,2012,Nneka Ogwumike,33,920,33,178,333,0.535,1,7,0.143,177,326,.543,105,143,.734,98,247,40,46,29,42,87,462
85,2012,Jenna O'Hea,8,144,0,13,25,0.52,7,14,0.5,6,11,.545,5,7,.714,8,20,16,3,1,6,14,38
86,2012,Candace Parker,33,1014,33,228,474,0.481,19,59,0.322,209,415,.504,98,138,.710,83,320,110,51,76,98,58,573
87,2012,Kayla Pedersen,27,626,25,44,148,0.297,3,12,0.25,41,136,.301,23,39,.590,36,118,42,26,13,34,74,114
88,2012,Ticha Penicheiro,19,242,6,12,34,0.353,3,15,0.2,9,19,.474,6,11,.545,2,24,39,8,3,38,13,33
89,2012,Jia Perkins,33,759,3,128,337,0.38,49,127,0.386,79,210,.376,46,61,.754,17,92,64,53,12,29,44,351
90,2012,Devereaux Peters,30,424,2,61,109,0.56,0,0,,61,109,.560,36,51,.706,44,113,33,14,23,39,74,158
91,2012,Sonja Petrovic,30,453,2,54,151,0.358,17,61,0.279,37,90,.411,20,26,.769,13,68,31,15,15,39,42,145
92,2012,Erin Phillips,29,620,8,62,159,0.39,28,64,0.438,34,95,.358,25,29,.862,24,80,63,22,3,35,49,177
93,2012,Plenette Pierson,26,641,24,122,262,0.466,5,18,0.278,117,244,.480,63,83,.759,48,141,61,19,23,61,53,312
94,2012,Jeanette Pohlen-Mavunga,34,574,3,55,128,0.43,32,76,0.421,23,52,.442,7,10,.700,13,57,38,20,10,31,39,149
95,2012,Cappie Pondexter,34,1162,34,249,573,0.435,53,162,0.327,196,411,.477,144,166,.867,20,154,146,43,7,106,72,695
96,2012,Nicole Powell,34,922,21,89,214,0.416,47,121,0.388,42,93,.452,13,15,.867,41,147,48,45,14,49,63,238
97,2012,Samantha Prahalis,28,886,28,118,335,0.352,29,107,0.271,89,228,.390,59,68,.868,13,89,127,44,3,85,71,324
98,2012,Armintie Herrington,34,904,33,108,212,0.509,0,2,0.0,108,210,.514,71,118,.602,63,125,85,39,10,59,75,287
99,2012,Epiphanny Prince,26,780,25,157,355,0.442,59,145,0.407,98,210,.467,98,109,.899,24,91,80,47,7,52,58,471
100,2012,Noelle Quinn,30,666,18,72,182,0.396,31,77,0.403,41,105,.390,19,26,.731,18,88,54,22,6,29,32,194
101,2012,Katelan Redmon,7,42,0,3,14,0.214,0,1,0.0,3,13,.231,1,2,.500,5,8,2,3,0,3,8,7
102,2012,Ruth Riley,33,476,14,36,95,0.379,5,18,0.278,31,77,.403,11,14,.786,17,79,33,23,20,27,74,88
103,2012,Ashley Robinson,33,535,14,48,117,0.41,0,1,0.0,48,116,.414,7,20,.350,38,110,29,19,24,39,71,103
104,2012,Danielle Robinson,34,984,34,146,270,0.541,0,7,0.0,146,263,.555,43,55,.782,19,85,146,46,4,54,76,335
105,2012,Nakia Sanford,30,501,15,48,113,0.425,4,16,0.25,44,97,.454,24,40,.600,44,99,18,15,9,38,88,124
106,2012,Chay Shegog,3,9,0,1,3,0.333,0,0,,1,3,.333,1,2,.500,1,2,0,1,0,1,3,3
107,2012,Dymond Simon,8,97,0,13,45,0.289,2,16,0.125,11,29,.379,2,2,1.000,1,12,15,4,0,14,10,30
108,2012,Katie Smith,34,919,31,77,187,0.412,44,110,0.4,33,77,.429,31,37,.838,8,93,73,20,4,51,82,229
109,2012,Tangela Smith,15,150,0,15,36,0.417,4,14,0.286,11,22,.500,3,3,1.000,3,17,13,2,3,7,12,37
110,2012,Michelle Snow,32,643,21,81,155,0.523,0,1,0.0,81,154,.526,28,36,.778,59,173,19,19,27,53,75,190
111,2012,Shekinna Stricklen,34,784,3,100,253,0.395,37,117,0.316,63,136,.463,36,52,.692,28,147,40,24,8,35,70,273
112,2012,Tammy Sutton-Brown,33,541,32,49,116,0.422,0,0,,49,116,.422,32,40,.800,28,93,24,24,27,22,39,130
113,2012,Ketia Swanier,34,389,2,26,82,0.317,5,30,0.167,21,52,.404,19,26,.731,5,46,66,15,0,41,24,76
114,2012,Carolyn Swords,30,334,9,52,91,0.571,0,0,,52,91,.571,15,22,.682,45,96,8,11,14,19,57,119
115,2012,April Sykes,30,259,0,33,87,0.379,18,48,0.375,15,39,.385,8,15,.533,8,34,19,9,4,16,27,92
116,2012,Diana Taurasi,8,166,8,34,78,0.436,17,43,0.395,17,35,.486,27,30,.900,1,13,18,4,4,14,16,112
117,2012,Zane Tamane,2,15,0,0,2,0.0,0,0,,0,2,.000,0,0,,1,3,0,0,0,2,1,0
118,2012,Jasmine Thomas,34,763,23,107,282,0.379,35,96,0.365,72,186,.387,29,43,.674,14,81,94,29,7,74,52,278
119,2012,Krystal Thomas,29,771,25,76,157,0.484,0,1,0.0,76,156,.487,33,66,.500,93,233,27,5,26,66,92,185
120,2012,Tina Thompson,29,551,5,91,206,0.442,41,96,0.427,50,110,.455,35,42,.833,24,100,14,14,22,37,66,258
121,2012,Erin Thorn,26,195,0,17,47,0.362,12,34,0.353,5,13,.385,6,6,1.000,5,24,24,4,0,13,3,52
122,2012,Kristi Toliver,34,1071,33,197,401,0.491,64,151,0.424,133,250,.532,137,152,.901,31,109,166,45,3,124,102,595
123,2012,Courtney Vandersloot,34,906,27,118,291,0.405,28,84,0.333,90,207,.435,37,57,.649,6,71,157,44,7,111,89,301
124,2012,Kia Vaughn,31,710,17,89,207,0.43,0,0,,89,207,.430,21,32,.656,48,154,27,16,25,31,76,199
125,2012,DeMya Walker,33,525,8,41,104,0.394,0,0,,41,104,.394,16,27,.593,39,91,32,17,16,63,73,98
126,2012,Avery Warley-Talbert,28,497,3,33,70,0.471,0,0,,33,70,.471,20,34,.588,66,159,5,12,14,32,82,86
127,2012,Ann Wauters,25,574,17,95,183,0.519,9,20,0.45,86,163,.528,42,57,.737,33,146,36,14,18,57,48,241
128,2012,Lindsay Whalen,33,891,33,148,293,0.505,13,26,0.5,135,267,.506,72,99,.727,30,137,178,23,6,68,69,381
129,2012,Tan White,31,496,0,57,143,0.399,27,67,0.403,30,76,.395,15,18,.833,9,50,35,31,6,36,49,156
130,2012,Candice Wiggins,34,741,1,71,197,0.36,58,146,0.397,13,51,.255,32,37,.865,11,73,67,24,4,61,67,232
131,2012,Le'coe Willingham,33,610,1,40,128,0.313,20,73,0.274,20,55,.364,14,23,.609,34,96,31,15,4,57,60,114
132,2012,Riquna Williams,33,671,3,116,337,0.344,38,117,0.325,78,220,.355,75,91,.824,25,80,69,51,9,47,65,345
133,2012,Lindsay Wisdom-Hylton,34,501,2,61,127,0.48,0,1,0.0,61,126,.484,14,19,.737,41,97,32,24,27,40,52,136
134,2012,Julie Wojta,1,4,0,0,2,0.0,0,1,0.0,0,1,.000,0,0,,1,2,0,0,0,1,2,0
135,2012,Monica Wright,34,660,7,103,225,0.458,16,44,0.364,87,181,.481,71,96,.740,18,82,66,35,6,65,69,293
136,2012,Tanisha Wright,32,953,32,88,236,0.373,10,52,0.192,78,184,.424,67,78,.859,23,97,140,38,4,85,88,253
137,2012,Sophia Young-Malcolm,33,1049,33,212,407,0.521,0,3,0.0,212,404,.525,113,160,.706,68,238,69,74,13,55,77,537
138,2012,Tamera Young,33,804,24,116,274,0.423,0,1,0.0,116,273,.425,40,66,.606,44,122,47,34,6,46,90,272
139,2012,Shavonte Zellous,31,692,31,79,214,0.369,19,55,0.345,60,159,.377,57,74,.770,27,84,54,23,15,43,71,234
140,2012,Karima Christmas-Kelly,30,335,6,30,93,0.323,12,38,0.316,18,55,.327,24,37,.649,28,63,16,27,8,14,33,96
141,2012,Roneeka Hodges,32,617,16,87,218,0.399,48,136,0.353,39,82,.476,20,28,.714,11,61,44,19,10,37,20,242
142,2012,Lynetta Kizer,22,300,0,47,116,0.405,3,6,0.5,44,110,.400,29,31,.935,32,66,7,10,2,19,39,126
143,2012,Jessica Moore,16,108,0,9,20,0.45,0,0,,9,20,.450,9,12,.750,8,17,2,0,0,9,18,27
144,2012,Courtney Paris,27,254,0,39,72,0.542,0,0,,39,72,.542,9,27,.333,36,85,11,9,12,15,30,87
145,2012,Andrea Riley,11,99,0,5,33,0.152,1,17,0.059,4,16,.250,14,17,.824,0,9,15,3,1,13,8,25
0,2013,Farhiya Abdi,17,122,0,15,39,0.385,0,0,,15,39,.385,8,12,.667,4,12,9,2,1,4,15,38
1,2013,Danielle Adams,34,899,24,170,399,0.426,42,129,0.326,128,270,.474,106,150,.707,53,161,42,29,25,61,95,488
2,2013,Matee Ajavon,34,772,27,95,261,0.364,19,62,0.306,76,199,.382,94,119,.790,24,59,99,32,3,75,74,303
3,2013,Kayla Alexander,33,371,1,35,84,0.417,0,0,,35,84,.417,22,30,.733,43,99,10,4,14,35,46,92
4,2013,Jayne Appel-Marinelli,29,768,29,70,121,0.579,1,3,0.333,69,118,.585,29,49,.592,75,259,57,26,37,44,85,170
5,2013,Seimone Augustus,31,922,31,213,413,0.516,20,69,0.29,193,344,.561,58,66,.879,24,98,76,18,18,45,33,504
6,2013,Mistie Bass,33,593,5,94,171,0.55,0,0,,94,171,.550,42,69,.609,48,144,32,22,29,48,60,230
7,2013,Alana Beard,32,703,32,85,185,0.459,1,8,0.125,84,177,.475,28,34,.824,13,72,45,40,10,42,72,199
8,2013,Alex Bentley,34,753,10,113,284,0.398,28,85,0.329,85,199,.427,27,38,.711,11,48,95,34,3,39,77,281
9,2013,Chante Black,1,10,0,1,2,0.5,0,0,,1,2,.500,0,0,,1,2,0,0,1,2,1,2
10,2013,Kelsey Bone,34,663,2,99,215,0.46,0,1,0.0,99,214,.463,36,57,.632,73,185,25,12,12,52,87,234
11,2013,DeWanna Bonner,34,1119,33,160,390,0.41,54,166,0.325,106,224,.473,118,131,.901,35,198,82,39,11,56,45,492
12,2013,Cierra Bravard,6,27,0,1,3,0.333,1,2,0.5,0,1,.000,0,0,,3,5,0,1,1,3,12,3
13,2013,Kara Braxton,34,740,33,130,270,0.481,0,0,,130,270,.481,37,56,.661,86,226,40,22,14,77,100,297
14,2013,Jessica Breland,30,439,2,69,157,0.439,0,0,,69,157,.439,20,27,.741,50,121,17,17,31,34,38,158
15,2013,Rebekkah Brunson,33,965,33,147,296,0.497,1,1,1.0,146,295,.495,56,88,.636,89,294,50,42,29,39,70,351
16,2013,Liz Cambage,20,499,16,106,189,0.561,0,0,,106,189,.561,114,147,.776,50,166,22,10,48,62,58,326
17,2013,Michelle Campbell,31,238,0,16,51,0.314,0,0,,16,51,.314,22,30,.733,21,48,5,5,6,16,41,54
18,2013,Essence Carson,4,118,4,22,40,0.55,1,3,0.333,21,37,.568,12,14,.857,4,22,7,2,2,10,6,57
19,2013,Sydney Carter,15,259,1,21,60,0.35,4,19,0.211,17,41,.415,16,20,.800,5,22,27,7,4,25,17,62
